Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Längd
fischer-ranger-sand,Fischer Ranger Sand 24/25,"<p>Fischer Ranger (Sand) – Perfekt Allroundskida för unga friåkare eller som en första allmountainskida.

Fischer Ranger i den eleganta färgen Sand är designad för att ge dig en fantastisk introduktion till offpiståkning och friåkning. Den här skidan erbjuder otroligt enkel hantering, vilket gör den perfekt för nybörjare som vill utveckla sina första trick och känna på pudersnöns frihet. Men det är inte bara enkelheten som imponerar – Ranger-serien levererar stabilitet och kontroll oavsett snöförhållanden och är byggd för att möta utmaningar både på och utanför pisten.

Nyckelfunktioner och specifikationer:

Sandwich Sidewall Construction
Ranger-skidan är byggd med sandwichkonstruktion, vilket innebär att kanterna är förstärkta för att ge maximal kontroll och kraftöverföring. Den här konstruktionen gör skidan extra hållbar och stabil, perfekt för de som vill utmana sig själva i både hård och mjuk snö.

Freeski Rocker
Rocker-profilen i tip och tail gör att skidan lätt flyter i djupsnö och ger enkel manövrering även i ojämna förhållanden. Rocker-teknologin ger dessutom stabilitet på hårt packad snö, vilket gör Ranger till ett bra val för skidåkare som växlar mellan pist och offpist.

Allround Balans och Kontroll
Med en optimal kombination av smidighet och stabilitet levererar Ranger en skön balans som gör det enkelt att växla mellan olika snötyper och terräng. Den är förlåtande men samtidigt kraftfull, vilket gör att du kan utvecklas och hitta självförtroende i din åkning.

Enkel Hantering för Friåkning
Tack vare sin lätta konstruktion och enkelhet i hantering är Fischer Ranger ett utmärkt val för dig som vill börja utforska friåkningens möjligheter. Med den här skidan kan du känna dig trygg att ta dig an nya utmaningar och låta kreativiteten flöda.

Tekniska Specifikationer:

Längder: 154 cm, 162 cm, 170 cm, 178 cm
Sidcut: 125-85-111 mm (beroende på längd)
Radie: 15 m vid 170 cm
Vikt: ca 1650 g per skida vid 170 cm
Konstruktion: Sandwich Sidewall Construction med Freeski Rocker
Användningsområde: All-mountain, friåkning, offpist

Sammanfattning:
Fischer Ranger (Sand) är skidan som passar både nybörjaren och den mer erfarna skidåkaren som vill ha en pålitlig och mångsidig skida för alla typer av snöförhållanden. Testa själv och upptäck friåkningens gränslösa möjligheter med en skida som kombinerar stabilitet, lekfullhet och stil i varje sväng.
</p>",Fischer,allmountainskidor,Skis,"allmountainskidor, junior, Skiing, Alpine",True,Längd,142 cm,,,,,fischer-ranger-sand-2425-142,2000,shopify,90,deny,manual,5299,3179.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_053.jpg,1,Fischer Ranger Sand 24/25 142cm - Product 097,False,Fischer Ranger Sand 24/25 142cm - Fischer | Premium Alpine Skis,Buy Fischer Ranger Sand 24/25 by Fischer. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,fischer-ranger-sand-2425-142;152;162;172,Fischer Skis,"allmountainskidor, junior",new,False,Fischer,allmountainskidor,junior,142;152;162;172,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_053.jpg,kg,,,active,142 cm
fischer-ranger-sand,,,,,,,,Längd,152 cm,,,,,fischer-ranger-sand-2425-152,2000,shopify,0,deny,manual,5299,3179.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_053.jpg,1,152cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_053.jpg,kg,,,active,152 cm
fischer-ranger-sand,,,,,,,,Längd,162 cm,,,,,fischer-ranger-sand-2425-162,2000,shopify,0,deny,manual,5299,3179.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_053.jpg,1,162cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_053.jpg,kg,,,active,162 cm
fischer-ranger-sand,,,,,,,,Längd,172 cm,,,,,fischer-ranger-sand-2425-172,2000,shopify,56,deny,manual,5299,3179.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_053.jpg,1,172cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_053.jpg,kg,,,active,172 cm
fischer-ranger,"Fischer Ranger 90 24/25
","<p>När du glider nerför backarna med Fischer Ranger 90 24/25, upplever du skidåkning präglad av precision och smidighet. Med en flexibel konstruktion anpassad för olika användningsområden reagerar dessa skidor följsamt och konsekvent, vilket gör dem perfekta för både pist och puder. Titanalförstärkningen ger stabilitet även på mer utmanande terräng.

Skidornas sandwich-sidewall-konstruktion med poppelträ ger en balanserad flexibilitet, vilket underlättar svängar och kontroll. Det specialutformade Ti 0.5-inlägget i Titanal säkerställer att stabiliteten bevaras, och Freeski Rockern möjliggör energisparande manövrering.

Genom att välja dessa skidor får du en produkt skapad för åkare på alla nivåer som vill bemästra tricks och puderåkning. Skidorna har dessutom en miljövänlig profil, med hög andel återvunnet material och tillverkning driven av solenergi.

Utvecklingen av dessa skidor har skett i samarbete med atleter och skidutvecklare, vilket garanterar en produkt byggd för maximal prestanda och njutning.</p>",Fischer,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,170 cm,,,,,fischer-ranger-90-2425-170,2000,shopify,94,deny,manual,7799,5459.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg,1,"Fischer Ranger 90 24/25
 170cm - Product 098",False,"Fischer Ranger 90 24/25
 170cm - Fischer | Premium Alpine Skis","Buy Fischer Ranger 90 24/25
 by Fischer. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.",Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,fischer-ranger-90-2425-170;177;184,Fischer Skis,"allmountainskidor, unisex",new,False,Fischer,allmountainskidor,unisex,170;177;184,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg,kg,,,active,170 cm
fischer-ranger,,,,,,,,Längd,177 cm,,,,,fischer-ranger-90-2425-177,2000,shopify,84,deny,manual,7799,5459.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg,1,177cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg,kg,,,active,177 cm
fischer-ranger,,,,,,,,Längd,184 cm,,,,,fischer-ranger-90-2425-184,2000,shopify,74,deny,manual,7799,5459.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg,1,184cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_050.jpg,kg,,,active,184 cm
fischer-nightstick,Fischer Nightstick 97 24/25,"<p>När du tar Fischer Nightstick 97 24/25 till backarna blir varje åktur en upplevelse av både stil och kraft. Eftersom den är utrustad med Freeski Rocker blir svänginitiativet enkelt och smidigt. Tack vare den robusta konstruktionen med förstärkningar av Titanal ges stabilitet och hållbarhet även vid höga hastigheter. Kombinationen av Sandwich Sidewall-konstruktion och Air Tec Technology skapar en perfekt balans i både flex och rebound, vilket garanterar att dessa skidor klarar alla situationer på berget.

Den specialutformade glasfibertekniken Fiber Tech förbättrar skidans böjningsegenskaper och svängprestanda i varje nedfart, medan de sintrade belagen bidrar till optimala vallningsmöjligheter för ökad livslängd. Med en midjebredd på 97 mm och en svängradie på 17 m hanterar skidorna både park och allmountain-spår utan ansträngning.

Fischer Nightstick 97 24/25 är skidorna för den avancerade åkaren som söker det bästa inom freestyle och freeride och som vill utforska nya horisonter med kreativitet och säkerhet.</p>",Fischer,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,163 cm,,,,,fischer-nightstick-97-2425-163,2000,shopify,0,deny,manual,6799,4759.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg,1,Fischer Nightstick 97 24/25 163cm - Product 099,False,Fischer Nightstick 97 24/25 163cm - Fischer | Premium Alpine Skis,Buy Fischer Nightstick 97 24/25 by Fischer. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,fischer-nightstick-97-2425-163;170;177;184,Fischer Skis,"allmountainskidor, unisex",new,False,Fischer,allmountainskidor,unisex,163;170;177;184,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg,kg,,,active,163 cm
fischer-nightstick,,,,,,,,Längd,170 cm,,,,,fischer-nightstick-97-2425-170,2000,shopify,15,deny,manual,6799,4759.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg,1,170cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg,kg,,,active,170 cm
fischer-nightstick,,,,,,,,Längd,177 cm,,,,,fischer-nightstick-97-2425-177,2000,shopify,6,deny,manual,6799,4759.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg,1,177cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg,kg,,,active,177 cm
fischer-nightstick,,,,,,,,Längd,184 cm,,,,,fischer-nightstick-97-2425-184,2000,shopify,57,deny,manual,6799,4759.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg,1,184cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_062.jpg,kg,,,active,184 cm
faction-studio-grom,Faction Studio Grom 24/25,"<p>Faction Studio Grom 24/25, som är utvecklad för junioråkare, anpassar sig enkelt till unga skidåkares behov tack vare sin mångsidiga dimensionering och sitt starka fokus på funktionalitet. Den har dimensioner på 115 mm i spetsen, 84 mm i midjan och 111 mm i bakdelen, vilket resulterar i en välbalanserad upplevelse av både stabilitet och smidighet. För de som vill förbättra sina färdigheter erbjuder denna modell längder från 125 cm till 155 cm, vilka är lämpliga för olika åldrar och färdighetsnivåer.

Detta löser behovet av anpassning i takt med unga åkares utvecklingskurva. Tack vare den breda variationen i dess konstruktion ger skidan en konsekvent prestanda som underlättar manövrer och förbättrar åkkänslan. Den är en del av en bredare serie från Faction som erbjuder olika dimensioner för mer avancerade behov, men denna specifika modell står ut genom att förena barnslig lekfullhet med funktionell precision för de växande skidåkarna.</p>",Faction,Juniorskidor,Skis,"Juniorskidor, junior, Skiing, Alpine",True,Längd,139 cm,,,,,faction-studio-grom-2425-139,2000,shopify,0,deny,manual,4595,3217.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_151.jpg,1,Faction Studio Grom 24/25 139cm - Product 102,False,Faction Studio Grom 24/25 139cm - Faction | Premium Alpine Skis,Buy Faction Studio Grom 24/25 by Faction. High-quality alpine skis perfect for juniorskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,faction-studio-grom-2425-139;149,Faction Skis,"Juniorskidor, junior",new,False,Faction,Juniorskidor,junior,139;149,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_151.jpg,kg,,,active,139 cm
faction-studio-grom,,,,,,,,Längd,149 cm,,,,,faction-studio-grom-2425-149,2000,shopify,13,deny,manual,4595,3217.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_151.jpg,1,149cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_151.jpg,kg,,,active,149 cm
faction-studio-2,Faction Studio 2 24/25,"<p>Med precision och anpassningsförmåga ger Faction Studio 2.0 alla skidåkare möjlighet att bemästra varierande terränger, från pist till djupa pudersnöfält. Dess poppelkärna kombinerar flexibilitet och stabilitet, medan kolfibersträngarna ger styrka och lätthet, vilket resulterar i en konstruktion som främjar smidiga övergångar i parken och vid utförsåkning. Skidan innehåller även en kolfiber- och gummistompplatta som skyddar mot stötar och vibrationer, vilket förlänger dess livslängd.

Tillverkad i en fabrik som använder 100 % förnybar energi och återvunna samt lokalt inköpta material, medverkar denna skida till en mer hållbar produktion. Dess XL-kanter är bredare än industristandarden, och tillsammans med fullsandwich-sidoväggar och anti-chip micro-cap, erbjuder de både bättre kantgrepp och motstånd mot slitage.

Den elliptiska sidkanten och båtflexen ger höghastighetsstabilitet och smidig manövrering, vilket möjliggör mångsidiga svängar och luftburna rörelser. Den progressiva twin-tip formen har en bredare spets och smalare bakdel, vilket förbättrar switch-skidåkning samt ger en lekfull och anpassningsbar upplevelse på berget.</p>",Faction,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,178 cm,,,,,faction-studio-2-2425-178,2000,shopify,67,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_100.jpg,1,Faction Studio 2 24/25 178cm - Product 104,False,Faction Studio 2 24/25 178cm - Faction | Premium Alpine Skis,Buy Faction Studio 2 24/25 by Faction. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,faction-studio-2-2425-178;183,Faction Skis,"allmountainskidor, unisex",new,False,Faction,allmountainskidor,unisex,178;183,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_100.jpg,kg,,,active,178 cm
faction-studio-2,,,,,,,,Längd,183 cm,,,,,faction-studio-2-2425-183,2000,shopify,11,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_100.jpg,1,183cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_100.jpg,kg,,,active,183 cm
faction-studio-1,Faction Studio 1 23/24,"<p>Med sin symmetriska shape blir Faction Studio 1 snabbt en favorit bland switchfantasterna och levererar modern parkåkning med högsta precision. Studio 1:an är utvecklad ihop med Factions atleter för att ge åkarna bästa möjliga förutsättningar till kravlös och avslappnad åkning. Faction Studio 1 kommer med en lätt och pålitlig kärna av poppel och ask som är förstärkt med en karbonväv i hela skidans längd, två 600 mm långa och 15 mm breda karbon/gummi förstärkningar ovanför kanterna under foten samt extra kraftfull sidewall och extra tjocka kanter för att maximera stryktåligheten. Elliptisk skärning och lite extra flex under foten gör Studio 1:an än poppigare än sina konkurrenter.

Specifikationer:

Längder: 171, 178, 183 cm
Sidecut: 120-90-120 mm
Radie: 17, 19, 20 m</p>",Faction,parkskidor,Skis,"parkskidor, unisex, Skiing, Alpine",True,Längd,171 cm,,,,,faction-studio-1-2324-171,2000,shopify,53,deny,manual,7295,3648.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_077.jpg,1,Faction Studio 1 23/24 171cm - Product 105,False,Faction Studio 1 23/24 171cm - Faction | Premium Alpine Skis,Buy Faction Studio 1 23/24 by Faction. High-quality alpine skis perfect for parkskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,faction-studio-1-2324-171;178;183,Faction Skis,"parkskidor, unisex",new,False,Faction,parkskidor,unisex,171;178;183,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_077.jpg,kg,,,active,171 cm
faction-studio-1,,,,,,,,Längd,178 cm,,,,,faction-studio-1-2324-178,2000,shopify,62,deny,manual,7295,3648.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_077.jpg,1,178cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_077.jpg,kg,,,active,178 cm
faction-studio-1,,,,,,,,Längd,183 cm,,,,,faction-studio-1-2324-183,2000,shopify,65,deny,manual,7295,3648.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_077.jpg,1,183cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_077.jpg,kg,,,active,183 cm
faction-prodigy-2,Faction Prodigy 2 24/25,"<p>Faction Prodigy 2 24/25, skapad för att förbättra din skidupplevelse med sin poppelfiberkärna, erbjuder både idealisk flexibilitet i parken och stabilitet utför; detta är möjligt tack vare dess innovativa konstruktion. Med stålförstärkta kanter och en unik stomppad av kolfiber och gummi, som dämpar vibrationer vid höga hastigheter och landningar, är dessa skidor byggda för att hålla länge. Genom att kombinera traditionell camber under foten med tip- och tail-rocker möjliggör Prodigy 2 enkel manövrerbarhet och förbättrar kantgreppet, vilket är särskilt användbart i varierande snöförhållanden.

Dess fullsträngade sidoväggar ger ytterligare skydd, samtidigt som den elliptiska radieskärningen gör det lättare att svänga snabbt och smidigt på olika terränger där all-mountain twin-tip designen, som erbjuder mångsidighet och grepp under olika förhållanden, verkligen kommer till sin rätt. Vidare skyddar den antiklingsbehandlade micro capen och den repbeständiga matta finishen skidan mot slitage, vilket gör att de behåller sitt estetiska utseende längre. Med en flexrating på 8 garanteras stabilitet och kontroll oavsett snötyp.

Faction fokuserar också på hållbarhet, där att minska miljöpåverkan genom användning av återvunnet material och ingredienser från lokala källor är centralt. Genom att producera med återvunna basmaterial och samarbeta med europeiska företag siktar Faction på att eliminera materialspill och minska koldioxidutsläpp.



Vanliga frågor

Här har vi samlat några av era frågor som rör sig om Faction Prodigy 2 24/25 från Faction







Vilka material används i kärnan av Faction Prodigy 2 24/25?

Faction Prodigy 2 24/25 har en lätt poppelkärna som erbjuder en utmärkt flex för både parkprestanda och stabilitet vid utförsåkning.







Hur bidrar Faction Prodigy 2 24/25 till hållbarhet?

Skidorna använder återvunna material i bas, sidoväggar och toppskikt, vilket minskar den ekologiska påverkan med 75 %. De samarbetar också med europeiska företag för att minska leveranskedjans påverkan.







Vilken typ av flex och konstruktion har Faction Prodigy 2 24/25?

Skidorna har en Mustache Flex Rocker/Camber-konstruktion som kombinerar traditionell camber med tip- och tail-rocker, vilket ger stabilitet under foten, högpresterande kantgrepp och lätt svänginitiering. Flexbetyget är 8, vilket ger stabilitet och kontroll i varierande snöförhållanden.







Vad är de viktigaste hållbarhetsfrämjande funktionerna hos Faction Prodigy 2 24/25?

Skidorna innehåller återvunna material och samarbetar med lokala europeiska leverantörer för att minimera miljöpåverkan. Faction strävar efter att eliminera materialavfall och minska koldioxidutsläpp.</p>",Faction,parkskidor,Skis,"parkskidor, unisex, Skiing, Alpine",True,Längd,165 cm,,,,,faction-prodigy-2-2425-165,2000,shopify,80,deny,manual,6649,4654.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,1,Faction Prodigy 2 24/25 165cm - Product 106,False,Faction Prodigy 2 24/25 165cm - Faction | Premium Alpine Skis,Buy Faction Prodigy 2 24/25 by Faction. High-quality alpine skis perfect for parkskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,faction-prodigy-2-2425-165;171;177;183;189,Faction Skis,"parkskidor, unisex",new,False,Faction,parkskidor,unisex,165;171;177;183;189,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,kg,,,active,165 cm
faction-prodigy-2,,,,,,,,Längd,171 cm,,,,,faction-prodigy-2-2425-171,2000,shopify,67,deny,manual,6649,4654.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,1,171cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,kg,,,active,171 cm
faction-prodigy-2,,,,,,,,Längd,177 cm,,,,,faction-prodigy-2-2425-177,2000,shopify,45,deny,manual,6649,4654.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,1,177cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,kg,,,active,177 cm
faction-prodigy-2,,,,,,,,Längd,183 cm,,,,,faction-prodigy-2-2425-183,2000,shopify,40,deny,manual,6649,4654.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,1,183cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,kg,,,active,183 cm
faction-prodigy-2,,,,,,,,Längd,189 cm,,,,,faction-prodigy-2-2425-189,2000,shopify,30,deny,manual,6649,4654.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,1,189cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_043.jpg,kg,,,active,189 cm
